Start date,Start time,Machine No,Machine name,Process No,Line code,Line name,Leader,Problem detail,M/E,Finish date,Finish time,Bdtime,Repair time,Number of machine,BD.time,Status(Machine),Main PIC,Where,What happened,How,Failure category,Maint.category,Implementation detail,Root cause,Countermeasure Root cause,Status (Root cause),P.I.C (RC),Main reason for long time repair,Countermeasure long time breakdown,Status (Long Time),P.I.C (LT),Diagnosis,Spare Part,Tools,Work Ability,Setting Ability,Back up
12-12-25,08:30:04,AM9038,Ball Screw & Plate Greasing,10,GSA,Gear Sub-Assy,Arthid,Machine running have noise,M,12-12-25,08:40:15,10,10,1,10,Completed,Jakkrit,Jig clamp part unit,Ball screw,"ball have noise, Jig clamp torque limit",Over spec,Adjust,Check clamp torque and adjust torque 32>>33 Ok,Not sure,On investigating,Temporary,MT,Diagnosis,Create trouble shooting to help analyze problem,Temporary,MT,0,0,0,0,10,0
12-12-25,10:40:10,MX9023,DMC Laser Marking,10,RH2,Housing Assy No.2,Ocha,Camera check NG,E,16-12-25,10:50:09,10,10,1,10,Completed,Amarin,Camera unit,camera,can't check,Error,Power off machine,Check alarm machine and check power supply vol 23.97v and power off-on machine and test run machine Ok,Not sure,Not sure,Temporary,MT,Diagnosis,Make JI for camera setup,Temporary,MT,0,0,0,10,0,0
12-12-25,11:00:54,CV9007,"Conveyor Part for Induction -Teeth 
Skiving Machine",-,PS,Pinion Machining,Narongsak,Work rotation remain,M,16-12-25,11:10:56,10,10,1,10,Completed,Chayapon,Jig rotation unit,jig rotation,jig can't start,Dirty,Cleaning,Check jig rotation and cleaning jig rotation and test run machine OK,,,,,Diagnosis,Contact maker to help analyze root cause,Temporary,,,,,,,
12-12-25,12:45:07,MX9022,DMC Laser Marking,10,RH1,Housing Assy No.1,Arthid,Alarm DMC laser marking,E,12-12-25,13:00:31,15,15,1,15,Completed,amarin,Camera unit,Bolt lock camera,Camera not check,Loose,Lock,Check laser making and check jog bolt loose and lock bolt new and test run machine OK,Jig set part loose,Add pin lock jig,Completed,MT,Diagnosis,Request PDT cleaning jig rotation before starting work,Completed,PDT,0,0,0,0,15,0
12-12-25,12:45:35,PR9065,Needle Bearing Press-fit,40,RH1,Housing Assy No.1,Arthid,Can't auto start,M,12-12-25,13:00:39,15,15,1,15,Completed,Jakkrit  P.,Jig set part unit,DMC code reader,DMC can't reading,Position NG,Setting,"1. Check DMC can't reading
2. Setting DMC bank No.2
3. Test DMC reading ok
4. Test run auto ok",DMC code reader setting not good,New setting DMC code reader ,Completed,PDT,Setting Ability,Make JI setting DMC code reader,Completed,MT,5,0,0,0,10,0
12-12-25,13:40:21,MX9021,DMC Leser Marking,10,PS,Pinion Machining,Narongsak,Alarm PM21 conveyer,M,16-12-25,13:50:24,10,10,1,10,Completed,Amarin,IAI robot unit,IAI robot,can't start,Error,Slide axis new,check alarn m/c and check axis iai and check slide advance return and test run machine OK,,,,,Diagnosis,Re-tighten bolt lock camera,Temporary,,,,,,,
15-12-25,09:40:07,AM9035,Pulley Assembly & Blot Tightening,30,PSA,Pulley Sub-Assy,Ocha,Can't supply bolt,M,15-12-25,09:50:03,10,10,1,10,Completed,Anuntasuk,Hose supply bolt unit,Hose supply bolt,"Can't supply bolt, Have fins",Wear,Cutting ,Check alarm machine and check step machine and check jig supply bolt OK and check hose supply bolt abnormal and repair hose supply bolt new and test run machine OK,Hose supply bolt wear (Lifespan),Add plan CM change new hose,Completed,MT,Work Ability,Add tool life change hose,Completed,QC,3,0,0,4,0,0
16-12-25,08:40:45,AM9038,Ball Screw & Plate Greasing,10,GSA,Gear Sub-Assy,Arthid,Machine running have noise,M,16-12-25,09:10:39,30,30,1,30,Completed,Chayapon,Jig lower unit,O-ring spring.,Rotation have noise.,Wear,Cleaning,Cleaning jig lower rotation new. Yamada take off o-ring spring and adjust positon.Test rotation smooth ok.PDT.Run auto ok.,Jig lower dirty,Add plan check lower jig,Temporary,MT,Diagnosis,Create trouble shooting to help analyze problem,Completed,MT,0,0,0,20,10,0
16-12-25,15:40:00,GC9009,Teeth Hobbing,20,PS,Pinion Machining,Narongsak,Alarm illegal speed CMD,E,16-12-25,16:10:00,30,30,1,30,Completed,Chaiwat,Safety door unit,Connector safety door sensor,Running remain,Loose,Lock,Check machine arm swing reunning remain > Check connector safety door sensor loose > Lock connector and keep wiring > test run ok,,,,,Diagnosis,Create trouble shooting to help analyze problem,Temporary,,,,,,,
17-12-25,08:00:13,GC9009,Teeth Hobbing,20,PS,Pinion Machining,Narongsak,Alarm illegal speed CMD,M,17-12-25,14:00:43,340,90,1,340,Completed,Chayapon,Auto door unit,Safety door.,Running remain.,Not sure,Change,Change new safety door SFSW1.PDT.Check run out cutter>NG.PDT.Setting run out new and check ok.QC check data ok.PDT.Run machine ok.,,,,,Diagnosis,Create trouble shooting to help analyze problem,Temporary,,,,,,,
17-12-25,12:30:41,ME9087,Torque Variation Inspection,60,GA,Gear Assy,Kittipon,"Alarm lack of right,left load hydraulic pressure",E,17-12-25,13:00:06,30,30,1,30,Completed,Anantasak,Torque variation right unit,Solid state relay.,Test graph NG.,Short circuit,Change,"Check relay solenoid valve 1SOL0A6,1SOL0A7> NG.Check volt relay 23v.ok Change new relay 1SOL0A6 and 1SOL0A7 Test run machine ok.Check graph torque variation ok.",Solid state relay short circuit,Add plan change new solid state relay ( Chanage often ),Temporary,MT,Diagnosis,Create trouble shooting to help analyze problem,Completed,MT,,,,,,
18-12-25,09:50:53,MX9022,DMC Laser Marking,10,RH1,Housing Assy No.1,Arthid,Alarm DMC laser marking,M,18-12-25,10:30:56,40,40,1,40,Completed,Jakkrit,Laser marking unit,Jig set part,Position work NG,Loose,Adjust,"1. Cleaning lens laser marking
2. Check jig set part loose
3. Adjust and lock position jig 
4. PE adjust robo setting speed 3000>2000 
5. PDT test run machine ok",Jig set part loose,Add pin lock jig,Completed,MT,Work Ability,Make JI for torque clamp adjustment method,Completed,MT,0,0,0,20,20,0
18-12-25,12:40:00,MX9021,DMC Leser Marking,10,PS,Pinion Machining,Narongsak,Alarm work load out process time over,M,18-12-25,15:20:00,150,150,1,150,Completed,Chaiwat,Loader unit,Gear  robo cylinder,Can't clamp part,Broken,Change,Check gripper can't clamp part > Check gear robo cylinder IAI PM18 broken > Change new robo cylinder IAI > PE adjust clamp position (5.10 to 4.50) and test run ok,Gear robo cylinder IAI broken,Reduce load clamp to prevent overloading,,,Diagnosis,Create trouble shooting to help analyze problem,Temporary,,,,,,,
18-12-25,14:56:00,KJ9134-1,Rack Insertion,30,GSA,Gear Sub-Assy,Arthid,Alarm upper HSG chuck close,E,18-12-25,15:10:00,14,14,1,14,Completed,Chaiwat,Chuck clamp unit,Auto sensor,Housing clamp not end,Not on,Adjust,Check HSG clamp not end > Check auto sensor HSG clamp not on > Adjust auto sensor HSG clamp > Test run ok,Position sensor NG,Adjust new position sensor,Completed,MT,Work Ability,Re-tighten bolt lock jig,Completed,MT,0,0,0,5,10,0
19-12-25,15:00:05,AM9039,Disk & Plate Assembly,20,GSA,Gear Sub-Assy,Arthid,Alarm left HSG grease amount upper limit NG,M,19-12-25,15:20:21,20,20,1,20,Completed,Chayapon,Grease supply unit,Hose.,Can't supply grease.,Tangled,Keep,Check hose supply grease > Tangled shaft. Keep hose supply new.PDT.Test run machine ok.,Hose supply position NG,Keep position hose new,Completed,MT,Work Ability,Request PDT drain grease every morning before starting work,Temporary,PDT,0,0,0,10,10,0
19-12-25,15:20:23,HT9006,"Ball Screw Side Induction 
Hardening And Tempering",140,RB,Rack Machining,Wirot,Alarm discharge ST workpiece extaction detection error,M,19-12-25,16:20:59,50,50,1,50,Completed,Amarin B.,Discharge ST unit,jig check workpiece.,Up down not smooth.,Dirty,Cleaning,Check proxi.sensor confirm work ok.Check spring support jig ok.Check jig and brass bushing> Dirty.Cleaning bushing new.Test up down ok.PDT.Run machine ok.,,,,,Diagnosis,Create trouble shooting to help analyze problem,Temporary,,,,,,,
20-12-25,14:40:00,PR9073,P/S Magnetic Yoke & Bush Press-fit,40,SA,Sensor Assy,Soranat,Alarm non completetion take out fault,M,20-12-25,15:00:00,20,20,1,20,Completed,Anuntasuk,DMC unit,Bolt,Can't check DMC,Loose,Lock,Check position DMC codr reader NG -> Check bolt lock support DMC loose -> Lock bolt and adjust position DMC -> Test run ok,,,,,Tools,Add spring washer and re-tighten bolt,Temporary,,,,,,,
22-12-25,09:00:00,GR9041,Thread Grinding,10,BN,Nut Machining,Kongrada,Can't auto start,M,22-12-25,16:00:00,340,340,3,113.3333333,Completed,Jakkrit,Auto door unit,Support roller auto door,Auto door close not end,Fall off,Modify,Check auto door fall off -> Check bolt lock support roller loose -> Modify auto door and adjust support roller -> Test run ok,Boltlock support roller loose,Add CM plan modify support slide auto door and support roller,,,Work Ability,Re-adjust roller auto door distance,Temporary,,,,,,,
23-12-25,10:00:00,WM9064,Washing & Air blow,10,IS(RP),Input Shaft Assy,Wicha,Alarm fault diff pressure,M,23-12-25,10:45:00,45,45,1,45,Completed,Jakkrit,Washing system,Solenoid valve,Washing flow fault,Short circuit,Change,Check washing flow low spec -> Check solenoid valve NG -> Check spare part no have -> Modify solenoid valve -> Test run ok,,,,,Spare Part,Order spare part (Cable IAI),Temporary,,,,,,,
23-12-25,12:30:00,WM9064,Washing & Air blow,10,IS(RP),Input Shaft Assy,Wicha,Coolant not stop flow,M,23-12-25,12:45:00,15,15,1,15,Completed,Chayapon,Washing system,Rubber solenoid valve,Flow not stop,Wear,Change,Check washing flow not stop -> Check solenoid valve rubber wear -> Change new rubber solenoid valve -> Test run ok,,,,,Diagnosis,Work NG -> Have PDT inspect workpiece before reporting for repair,Temporary,PDT,,,,,,
23-12-25,13:20:00,PR9066,End Damper Press-fit,50,RH1,Housing Assy No.1,Ocha,Alarm light curtain blocked,M,23-12-25,13:30:00,10,10,1,10,Completed,Chayapon,DMC unit,DMC Laser marking,Can't reading DMC,Material NG,Change,"1. Test reading DMC laser marking NG
2. Check material NG
3. PDT change new part
4. Test run ok",Raw material NG,PDT change new raw material,Completed,PDT,Spare Part,QC confirm raw material ,Completed,PE,0,0,0,10,0,0
23-12-25,13:50:00,LA9068,Ends Machining,20,RB,Rack Machining,Ekasak,Alarm work chuck cycle fault,M,23-12-25,14:30:00,40,40,1,40,Completed,Jakkrit P.,Chuck clamp unit,Collet chuck clamp,Clamp part loose,Loose,Lock,Check chuck clamp not end -> Check position chuck clamp NG -> Check collet chuck clamp loose -> Lock collet chuck clamp -> Test run ok,,,,,Spare Part,Order spare part (Solenoid Valve),Temporary,,,,,,,
23-12-25,17:20:00,RB9000,"Robot for Teeth Skiving-O.D. 
Grinding Machine",-,PS,Pinion Machining,Narongsak,Alarm robot work prcess time over,E,24-12-25,13:00:00,390,390,1,390,Completed,Jakkrit,Griper clamp unit,Cable,Can't clamp-unclamp,Cut,Connect,Check gripper R side can't clamp-unclamp -> Take off gripper and check inside ok -> Maker check cable IAI cut (Spare part not have) -> Maker connect cable (Temporary) -> Test run ok,Cable IAI gripper cut,Order spaer part,,,Diagnosis,PDT did not tighten collet clamp properly -> Request PDT to tighten collet securely,Temporary,PDT,,,,,,
24-12-25,09:00:00,PR9067,Mount Bush Press-fit,20,RH2,Housing Assy No.2,Ocha,Alarm there it upper on upper jig,E,24-12-25,09:15:00,15,15,1,15,Completed,Chayapon,Jig set part unit,Photo sensor,Running remain,On remain,Setting,Check photo sensor mout brush conf. on remain -> Cleaning sensor and setting amp sensor -> Test run ok,Setting value amp photo sensor not good,Setting value photo sensor new,Completed,MT,Setting Ability,PE training (Setting photo sensor),Completed,PE,0,0,0,15,0,0
25-12-25,00:30:00,HT9005,"Teeth Side Induction Hardening 
And Tempering",70,RB,Rack Machining,Wirot,Alarm loading ST workpiece lifting hand,M,25-12-25,06:20:00,320,60,1,320,Completed,Apisit U.,Lifting hand unit,Gear shaft,Can't rotation,Broken,Change,Check gear shaft motor for lifting hand broken -> Check spare part not have -> Request tool regarding make gear shaft -> Change new gear shaft motor ok -> Test run ok,Gear shaft motor broken,Design gear shaft motor new,,,Spare Part,Order spare part (Gear shaft),Temporary,,,,,,,
05-01-26,10:30:00,WM9060,Washing & Air blow,90,PS,Pinion Machining,Akapong,Air blowing cannot dry part,M,01-05-26,11:30:00,60,30,1,60,Completed,Jakkrit,Wasing and Air blow unit,Air blow part,can't dry,Not sure,Change,"Check comfir valve, Check diaphragm for valve NG, Chang new  diaphragm for valve , Test run can't dry, PE aujust cycle time air blow 11 sec to 13 sec, Test run OK.",Not sure,Do not have preventive,,,Diagnosis,Make JI for this problem repair and training on adjustment with PE,Temporary,PE,,,,,,
06-01-26,08:30:00,LA9068,Ends Machining,20,RB,Rack Machining,Jarurot,Transport rotation time out.,M,01-06-26,08:45:34,15,15,1,15,Completed,Apisit,Stocker in unit,Not sure.,Can't transfer left.,Not sure,Check,Check PLC program condition transport rotation home and position turning. PDT.Test machine not alarm.PDT.Run mc ok.,,,,,Diagnosis,Training on machine operation method,Temporary,,,,,,,
06-01-26,08:30:32,WM9060,Washing & Air blow,90,PS,Pinion Machining,Akapong,Quality NG,M,01-06-26,14:15:18,265,60,1,265,Completed,Apisit,Washing system,Solenoid valve,Can't close valve.,Remain,Check,Take off nozzle cleaning inside.Adjust position nozzle.Test modify plc condition air blow.PE test adjust cycle time air blow.Test run machine ok.QC check quality ok.,,,,,Diagnosis,PE design new nozzle,Temporary,PE,,,,,,
07-01-26,09:15:36,ME9082,Belt Tension Adjustment,120,GSA,Gear Sub-Assy,Kittipon,Back side nut runner tightening fautf,E,01-07-26,09:30:35,15,15,1,15,Completed,Anuntasuk,Nut runnuer unit,Nut runner,Can't auto start,Position NG,Adjust,Check alarm machine check alignmant socket nut runner NG PE setting tightening 901>>900mm test run machine OK,Socket Alignmant nut runner NG,PE adjust position servo,Completed,PE,Diagnosis,PE training on tightening setting method,Temporary,PE,5,0,0,0,15,0
08-01-26,08:35:51,CV9007,"Conveyor Part for Induction -Teeth 
Skiving Machine",-,PS,Pinion Machining,Akapong,Induction out loader place fault,M,01-08-26,08:45:18,10,10,1,10,Completed,Apisit,Loader out transfer unit,Set screw,Clamp position work NG.,Loose,Lock,Check gripper clamp work NG.Check set screw lock jig rotation set part>Loose.Addition loctite set screw new.Test run mc ok.,,,,,Spare Part,PE order and design new jig rotation,Temporary,PE,,,,,,
08-01-26,09:00:41,WM9064,Washing & Air blow,10,IS(RP),Input Shaft Assy,Suthin,Quality NG,M,01-08-26,09:30:43,30,30,1,30,Completed,Anuntasuk,Wasing unit,Solenoid valve,Quality NG,Dirty,Cleaning,Check input shaft NG check solenoid valve diaphragm NG cleanine solenoid valve setting nozzle new test run machine OK,Solenoid valve NG,Cheang new modle solenoid valve,,,Diagnosis,PE design and change new solenoid valve,Temporary,PE,,,,,,
09-01-26,08:35:00,ME9089,Air Leak Inspection,90,GA,Gear Assy,Pakinai,Air leak over spec,M,14-01-26,09:30:00,55,55,1,55,Completed,Amarin,Air leak tester unit,Air leak,Test leak NG,Over spec,Adjust,"1. Check air leak test pressure over spec 10.7 kPa. (Spec 9.5-10.5 kPa.) 
2. Adjust no-leak check pressure 9.1 kPa. to 8.7 kPa.
3. Test run and check 10.0 kPa. Ok",Pressure air leak tester hi ,PE correct check sheet condition  machne,Completed,PE,Diagnosis,PE training on pressure adjustment method,Completed,PE,10,0,0,15,30,0
09-01-26,13:40:00,KJ9134-2,Screw Tightening,40,GSA,Gear Sub-Assy,Anukun,Can't auto start,M,01-09-26,14:10:00,30,30,1,30,Completed,Chayapon,Jig set part unit,Sensor set part,Can't start,Over spec,Setting,"Check alarm machine, Chack condition machine auto start, Chack sensor over limit spec 21.00 mm. actual 21.461 mm., Setting position sensor check part new, Test auto run OK.",Position sensor detection NG ( Part hit ),Adjuust position sensor detection signal new,Completed,MT,Work Ability,Make JI for sensor distance adjustment,Temporary,MT,10,0,0,0,20,0
13-01-26,11:40:00,AM9039,Disk & Plate Assembly,20,GSA,Gear Sub-Assy,Anukun,Alarm left HSG grease amount lower limit NG,M,13-01-26,13:40:00,120,50,1,120,Completed,Chaiwat,Left HSG grease unit,Nozzle,Grease supply lower limit,Abnormal,Change,"1. Chack grease drain not smoot 
2. Test chang new nozzle supply grease
3. PDT drain grease supply
4. Test run ok weight 0.53 g. (spec 0.22-0.66 g)
5. QC check N30 ok",Not sure,Monitering to root cause,Completed,MT,Diagnosis,PE training on machine operation for MNT,Completed,PE,20,0,0,20,10,0
13-01-26,12:45:28,ME9072,Ball Screw Side Straightening,150,RB,Rack Machining,Soranat,Alarm unloading part cut out fault,M,13-01-26,13:15:26,30,30,1,30,Completed,Jakkrit,Unloasding hoot slide unit,Bolt suppot,Bolt suppot broken,Broken,Change,check alarm machine check confirm unloading shoot slide and bolt suppot broken tank off boolt and change new bolt test run machine ok,,,,,Tools,Order special tool for bolt removal,Temporary,,,,,,,
14-01-26,16:50:00,KJ9134-1,Rack Insertion,30,GSA,Gear Sub-Assy,Weerapong,Machine to hit,M,14-01-26,17:30:15,40,40,1,40,Completed,Anuntasuk,Jig center unit,Jig center lower,Down not end,Dirty,Cleaning,"1. Check jig center lower down not end
2. Check jig center lower dirty
3. Cleaning  jig center lower dirty
4. Test run machine ok",Jig center lower drity,Request PDT cleaning jig ,Completed,PDT,Work Ability,Add self maintenance cleaning jig center lower,Completed,PDT,0,0,0,0,40,0
14-01-26,21:00:22,MX9020,Brushing And Back Side Buffing,160,RB,Rack Machining,Soranat,Machine running remain,M,15-01-26,01:15:28,195,195,1,195,Completed,Apisit,Signal limit switch,Senser check cover,Limit switch On Abnormal,Limit NG,Setting,check limit cover on off abnormal<check cover close brosh vibrate <Temporary repair adjust position limit new test run ok,,,,,Diagnosis,Make JI for repair and mark limit switch position,Temporary,,,,,,,
16-01-26,20:30:38,HT9006,"Ball Screw Side Induction 
Hardening And Tempering",140,RB,Rack Machining,Jarurot,Input ST workpice phase out final numerical error 581D LHD,M,16-01-26,21:30:26,60,60,1,60,Completed,Apisit,In put ST unit,Phase out.,Check over spec.,Not sure,Check,Check mechanic of sensor check phase out unit ok.>Bolt and support no loose.Request PDT.Run machine model 581D RHD waiting adjust phase day shift,,,,,Diagnosis,PE training on phase adjustment method,Temporary,PE,,,,,,
